SampleID,SampleTime,SiteDescription,Latitude,Longitude,Site,SITEID,PFBA,PFMPA,3:3 FTCA,PFPeA,PFMBA,4:2 FTS,NFDHA,PFHxA,PFBS,HFPO-DA,5:3 FTCA,PFEESA,PFHpA,PFPeS,ADONA,6:2 FTS,PFOA,PFHxS,7:3 FTCA,PFNA,PFHpS,8:2 FTS,N-MeFOSAA,PFDA,N-EtFOSAA,PFOS,PFUnDA,9Cl-PF3ONS,PFNS,PFDoDA,PFOSA,PFDS,PFTrDA,11Cl-PF3OUdS,PFTeDA,PFDoDS,N-MeFOSE,N-MeFOSA,N-EtFOSE,N-EtFOSA,CL,COND25,DO,PH,NH3_N,OP,OX_N,SCA,SK,SMG,SNA,SO4,WTEMP,TSS,TALK,Sum_PFAS,Sum_PFCAs,Sum_PFSAs,Sum_Precursors,SampleDate,PPT_7D,PPT_30D,PPT_90D,PPT_MAX1D_30D,WET_DAYS_30D,DRY_SPELL_30D,HEAVY_RAIN_DAYS_7D_10MM,HEAVY_RAIN_DAYS_7D_25MM,HEAVY_RAIN_DAYS_30D_10MM,HEAVY_RAIN_DAYS_30D_25MM,HEAVY_RAIN_DAYS_30D_P90,TMEAN_30D,TMEAN_90D,GDD_90D,HEAT_DAYS_30D,VPDMAX_MEAN_7D,VPDMAX_MEAN_30D,VPDMIN_MEAN_30D,VPDMAX_MAX_30D,HIGH_VPD_DAYS_30D,VPD_CONTRAST_7D_30D,ARIDITY_PROXY_30D,MONTH,GROWING_SEASON,PPT_DAY,TMEAN_DAY,TMAX_DAY,TMIN_DAY,VPDMAX_DAY,VPDMIN_DAY,VPDMEAN_DAY,Developed_1KM,Forest_1KM,Agriculture_1KM,Wetlands_1KM,Water_1KM,Barren_1KM,Shrubland_1KM,Grassland_1KM,Developed_2KM,Forest_2KM,Agriculture_2KM,Wetlands_2KM,Water_2KM,Barren_2KM,Shrubland_2KM,Grassland_2KM,Date
25-0935,7:35:00 AM,UOSA Tributary,38.796984,-77.457145,PF01,S19,19.63,0.81,0.237884696,13.09,0.114498433,0.120982061,0.064352943,18.25,6.36,0.225700692,0.446462426,0.025765291,3.3,0.079435533,0.170115074,1.15,10.51,1.68,0.715817079,1.44,0.082967928,0.068768103,0.04211956,1.39,0.065334525,5.03,0.121308399,0.139297985,0.01557589,0.03030079,0.043545208,0.013535375,0.06698791,0.022511402,0.053378382,0.005043561,0.419716004,0.02963049,0.160092882,0.053011935,104,749,9.23,7.5,0.03,0.03,7.13,55.7,15.5,8.53,64,58.2,16.2,5.3,90.30305127,86.27414056,68.80647391,13.45413296,4.013533676,4/21/2025,3.11,69.86,192.16,25.3,8,10,0,0,2,1,2,12.73666667,7.053333333,137.4,0,18.46857143,14.17033333,1.780333333,29.74,1,4.298238095,4.930018113,4,1,0,18.8,24.5,13.2,17.23,4.52,10.875,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,4/21/2025
25-0936,7:30:36 AM,Bull Run above UOSA,38.797717,-77.45866,PF02,S17,9.59,0.133335004,0.200415561,0.33102366,0.113677593,0.118333869,0.073470836,9.34,6.73,0.21457626,0.458377733,0.026794859,4.67,0.078726551,0.177051886,4.22,7.03,3.91,0.704943257,3.12,0.084877944,0.087398053,0.035957567,1.19,0.065843109,8.97,0.116827626,0.143628239,0.01817761,0.023815243,0.047970252,0.014121137,0.066793097,0.021259229,0.048968963,0.005171906,0.43506451,0.026847008,0.152058438,0.052202401,116,721,8.23,7.3,0.07,0.01,0.07,52.5,2.45,14,58.2,60.4,16.2,3.1,85.16128696,62.8477094,35.77444119,20.00275748,7.070510741,4/21/2025,3.11,69.86,192.16,25.3,8,10,0,0,2,1,2,12.73666667,7.053333333,137.4,0,18.46857143,14.17033333,1.780333333,29.74,1,4.298238095,4.930018113,4,1,0,18.8,24.5,13.2,17.23,4.52,10.875,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,4/21/2025
25-0939,8:40:00 AM,Cub Run above US50,38.909257,-77.466674,PF05,S10,22.74,0.135644642,0.237917109,60.25,0.114203177,0.13142721,0.071230319,37.99,7.25,0.213510125,0.392428734,0.025771956,17.73,3.64,0.172193704,126.04,12.58,29.46,0.710696237,3.51,0.082798585,3.08,0.040046906,2.33,0.068358341,26,0.111159303,0.140203986,0.016667568,0.021767682,0.045467594,0.015013742,0.066978478,0.024691807,0.055741442,0.00544532,0.420929452,0.02908846,0.177830959,0.054347726,90.6,1280,4.98,7.3,1.788412886,0.17838111,0.17,136,5.12,41.9,63.8,376,14.7,3.5,136.0867582,356.1815606,157.6354947,66.66059296,131.8854729,4/21/2025,4.26,56.28,166.6,17.1,8,10,0,0,2,0,2,12.41,6.816666667,129.1,0,17.68714286,13.30366667,1.991666667,26.99,0,4.38347619,4.230412668,4,1,0,18.4,23.6,13.2,16.69,5.24,10.965,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,4/21/2025
25-1056,8:40:00 AM,Bull Run Marina,38.7416667,-77.3883333,RE30,S27,15.73,0.43,0.219616206,0.314312898,0.115392184,0.12656644,0.069039464,15.76,8.04,0.227850453,0.382827156,0.027413043,4.71,0.37,0.165807111,2.3,11.51,3.11,0.775246768,0.369249595,0.092328136,0.086278779,0.030201272,0.340802165,0.067120116,0.377199787,0.114577928,0.147603607,0.018471402,0.028166103,0.04733061,0.012791527,0.070114761,0.022210986,0.057579685,0.0062209,0.406163905,0.028283126,0.170241044,0.053521078,106,713,9.57,7.7,0.03,0.04434862,3.3,50.4,8.3,11,61.2,57.6,20.5,9.6,106.7,66.93052824,49.55019532,12.22423939,5.156093529,4/21/2025,2.87,92.69,236.06,32.69,9,6,0,0,4,2,4,12.82333333,7.073333333,137.3,0,18.56571429,14.202,1.82,30.28,2,4.363714286,6.526545557,4,1,0,19,24.9,13.1,18.2,4.39,11.295,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,4/21/2025
25-0941,12:08:00 PM,Bull Run at Rt 34,38.8030556,-77.4497222,ST45,S15,16.07,0.69,0.201578107,0.329774209,0.119750864,0.134821012,0.071391715,17.12,6.69,0.224380525,0.471570615,0.026555562,5.58,0.079919761,0.155776036,2.74,10.68,3.46,0.74251111,0.375936248,0.085358664,0.082365558,0.033087117,1.77,0.064412446,8.06,0.108415213,0.136642521,0.018096814,0.02368631,0.048049101,0.015010002,0.063455069,0.024873523,0.055736032,0.004554561,0.420865301,0.029097704,0.174119302,0.050131193,110,743,8.49,7.5,0.09,0.02,4,53.1,10,10.8,61.1,59.6,18.6,4.4,82.51266033,77.2319222,52.98675394,18.60101141,5.644156844,4/21/2025,3.11,69.86,192.16,25.3,8,10,0,0,2,1,2,12.73666667,7.053333333,137.4,0,18.46857143,14.17033333,1.780333333,29.74,1,4.298238095,4.930018113,4,1,0,18.8,24.5,13.2,17.23,4.52,10.875,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,4/21/2025
25-1063,12:09:00 PM,Occoquan River Ravenwood Bridge,38.7175,-77.3941667,RE35,S31,8.07,0.134977423,0.236206454,0.328280881,0.112509927,0.130539731,0.06839737,3.21,3.06,0.216924338,0.428017671,0.026988975,1.79,0.076787209,0.163425954,0.193456691,6.47,1.16,0.731073787,0.373963102,0.086226794,0.079993192,0.039903046,0.334468097,0.06640243,2.37,0.101201548,0.139172002,0.018386857,0.02074965,0.04739047,0.014676673,0.066082204,0.02483483,0.054734992,0.007007719,0.447528721,0.02931327,0.174072454,0.053715305,39.8,265,12.8,8.6,0.03,0.044671038,2.151114979,17.7,1.99,5.9,23,13.2,21.7,11,48.5,31.15740977,21.06696782,6.984081059,3.106360885,4/24/2025,0,98.54,252.33,36.56,9,8,0,0,4,2,4,13.83333333,8.068888889,167,0,19.87285714,14.76466667,1.949666667,30.83,2,5.108190476,6.674041631,4,1,0,17.5,25.7,9.3,25.49,1.31,13.4,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,4/24/2025
25-1390,9:25:00 AM,Dead Run Central Branch,38.916168,-77.456154,FLOATD5 ,S4,238.03,0.48,7.72,1029.92,0.117966186,2.22,0.07021986,534.78,24.98,0.218751725,29.77,0.024914155,194.64,30.44,0.84,1718.38,144.92,260.69,0.696978635,71.44,5.02,53.4,0.0357031,34.47,0.069894763,183.13,5.29,0.141953406,0.017538769,1.41,0.050173811,0.012693398,0.077060299,0.023898314,0.051399354,0.005497339,0.425499705,0.025771533,0.17964952,0.056443626,68.2,493,7.87,7.1,0.04,0.01,0.1,30.7,4.6,4.75,57.6,51.02083943,16.2,4.1,66.78186856,4574.272007,2255.626426,504.4864954,1814.159086,5/19/2025,52.38,112.7,193.27,35.32,11,7,2,1,5,1,6,19.42666667,12.47222222,390.2,0,17.54,18.30066667,1.712666667,30.7,1,-0.760666667,6.158245601,5,1,0,19.1,25.2,13,18.89,2.84,10.865,53.92100744,41.15626789,0.400686892,4.207212364,0,0,0.314825415,0,62.62546602,31.64611414,0.616575853,3.728133066,0.06452538,0.781474046,0.5377115,0,5/19/2025
25-1391,1:22:00 PM,Trapp Branch,38.81986,-77.73179,FLOATM1,S14,0.677761328,0.39,0.220879324,0.312542971,0.119987347,0.125205825,0.085884778,0.96,1.2,0.200597907,0.444915247,0.028444042,0.73,0.080317367,0.167187767,0.185621666,0.439763687,1.56,0.714009687,0.71,0.086826661,0.071362606,0.034856196,0.334103151,0.068792817,2.24,0.122940127,0.146058318,0.55,0.023780808,0.050337246,0.017644408,0.07255196,0.0282015,0.054126701,0.005690545,0.405825943,0.029836204,0.166611179,0.049112341,9.69,114,8.45,7.4,0.06,0.02,1.45,13.8,2.1,5.67,4.82,7,22.1,21.5,57.66799494,13.91177765,4.947558081,5.943182841,3.021036734,5/19/2025,71.5,156.14,231.33,36.68,11,7,3,1,6,2,7,18.73666667,11.81333333,354.5,0,13.24714286,15.185,1.374333333,23.28,0,-1.937857143,10.28251564,5,1,0,18.5,23.7,13.2,14.18,2.45,8.315,8.106559725,27.75708966,63.16241765,0.515611573,0.286450874,0,0,0.171870524,8.081170228,45.12404991,44.98781012,1.61336584,0.136239782,0,0.007170515,0.050193604,5/19/2025
25-1392,12:05:00 PM,Furrs Run,38.5785,-77.63583,FLOATN1 ,S42,6.41,0.35,0.204029467,0.326462261,0.115592687,0.134761112,0.065073628,0.234977275,2.79,0.216495976,0.460383675,0.026428232,1.88,0.55,0.164115577,0.195551554,5.72,2.08,0.766206482,1.67,0.085220118,0.085939683,0.036513949,1.24,0.067480893,3.68,0.109648032,0.14373514,0.017610148,0.025182659,0.043408561,0.017469424,0.065145136,0.023040512,0.057217254,0.005908754,0.417851624,0.028278203,0.171000006,0.051993619,8.92,103,6.11,6.8,0.21,0.040688665,0.12,12.5,1.89,3.45,6.72,6.3,22.5,5.8,45.82161296,30.73272164,18.2042253,9.419412329,3.109084009,5/19/2025,68.16,104.91,208,25.9,8,7,3,1,5,1,5,19.92333333,12.87777778,417.8,0,18.56714286,21.40866667,1.745333333,32.21,2,-2.84152381,4.900351882,5,1,0,19,25.7,12.3,20.78,1.69,11.235,5.713465403,27.0456503,62.18776916,3.043353431,0,0,2.0097617,0,6.264783886,27.40305354,58.28256039,5.856211024,0.035839725,0,1.985520751,0.172030679,5/19/2025
25-1383,7:35:09 AM,UOSA Tributary,38.796984,-77.457145,PF01 ,S19,38.93,4.76,0.236996664,24.63,1.79,0.119606707,0.070137097,22.93,11.46,0.219952461,0.451179001,0.023478076,7.87,0.53,0.8,1.7,12.43,2.43,0.672457413,3.54,0.089378988,0.066152957,0.03616348,1.97,0.071481199,5.75,0.124285316,0.154961827,0.017769496,0.024078463,0.049573182,0.016463404,0.07137632,0.020930578,0.051555321,0.005301296,0.433011085,0.027716525,0.148321778,0.052143482,108,822,9.3,8.1,0.03,0.045689182,7.21,69.2,19.2,6.67,65.2,84.6,18.8,16.1,90.55671237,144.7744721,119.1212954,20.49828366,5.154893032,5/19/2025,50.83,138.47,234.69,36.56,10,7,1,1,6,2,6,19.80666667,12.74444444,409.5,0,18.87428571,19.418,1.472666667,32.03,1,-0.543714286,7.131012463,5,1,0,19.3,25.4,13.2,18.81,2.28,10.545,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,5/19/2025
25-1384,7:30:00 AM,Bull Run above UOSA,38.797717,-77.45866,PF02 ,S17,9.69,0.42,0.249174722,11.07,0.12659394,0.129011467,0.075013535,8.56,6.45,0.234134006,0.413719236,0.023620539,4.11,0.81,0.155977784,4.65,6.23,4.09,0.682767176,2.33,0.077972686,0.96,0.035897132,1.13,0.070549283,8.73,0.10792222,0.142671938,0.018945287,0.022921515,0.049742803,0.009688608,0.065209421,0.022594224,0.053871438,0.005161939,0.437247503,0.027056777,0.158328719,0.051667957,73.2,541,8.71,7.3,0.06,0.03,0.54,41.6,2.34,10.6,40.9,44.8,17.8,4.4,79.4400241,72.67746186,43.91651854,20.38065522,8.380288098,5/19/2025,50.83,138.47,234.69,36.56,10,7,1,1,6,2,6,19.80666667,12.74444444,409.5,0,18.87428571,19.418,1.472666667,32.03,1,-0.543714286,7.131012463,5,1,0,19.3,25.4,13.2,18.81,2.28,10.545,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,5/19/2025
25-1385,12:50:00 PM,South Run downstream of Vint Hill,38.7544227,-77.6752321,PF03 ,S23,7.15,0.37,0.178218627,8.19,0.117666086,0.126069567,0.067163777,6.36,3.47,0.228028065,0.436961452,0.028559109,3.47,0.66,0.151881863,1.56,4.58,5,0.692265931,1.8,0.5,0.080231891,0.038613015,0.342002469,0.061781949,10.46,0.111604443,0.140333281,0.020419958,0.024350502,0.045120195,0.013946213,0.065111845,0.020689087,0.065668987,0.004574784,0.4114432,0.02879018,0.167790456,0.052772867,31.6,182,8.38,7.3,0.03,0.01,0.26,15.5,1.82,5.6,15.2,5.93,21.6,1.3,50.71752542,57.2920598,32.64640433,20.31852243,4.327133035,5/19/2025,76.62,151.68,233.57,33.26,10,7,3,1,5,2,6,19.39,12.43777778,389.7,0,16.60428571,18.59633333,1.321333333,28.57,1,-1.992047619,8.156446611,5,1,0,18.9,24.7,13,17.14,2.22,9.68,31.20526768,15.4881191,49.84254223,3.263670198,0.14314343,0,0.057257372,0,29.91109837,30.84313163,32.06194436,3.061370806,2.609693146,0,0.157728707,1.35503298,5/19/2025
25-1386,9:18:00 AM,Broad Run at Bradley Forest,38.697913,-77.484825,PF04 ,S34,23,0.45,0.261370335,65.29,0.45,1.22,0.070991674,36.86,6.15,0.235405119,0.473819659,0.024062286,15.83,3.94,0.165465469,149.76,13.28,26.86,0.676801491,4.59,1.07,4.99,0.035898069,2.14,0.073476202,31.89,0.121611754,0.147660389,0.019315827,0.02676355,0.04959472,0.016075458,0.060132396,0.02510154,0.055775921,0.005148986,3.59,0.029971844,0.158087234,0.56,53.2,266,6.75,7.4,0.05,0.02,0.43,24.4,2.24,7.78,28,15,20.6,6.6,65.09987775,394.6525299,162.1542836,70.14736449,162.3508818,5/19/2025,54.64,125.91,234.71,29.61,10,7,3,1,6,2,6,19.71666667,12.69444444,406.4,0,17.48285714,18.64,1.254,30.18,2,-1.157142857,6.754828326,5,1,0,19.3,25.3,13.3,18.36,2.23,10.295,27.85571142,53.965073,10.392213,7.300314916,0.085886058,0,0.343544231,0.057257372,26.77176639,52.81261197,9.602293085,9.494804729,0.680759584,0.028663561,0.537441777,0.071658904,5/19/2025
25-1387,8:50:00 AM,Cub Run above US50,38.909257,-77.466674,PF05 ,S10,7.12,0.43,0.173051448,0.315957895,0.116256547,0.129072533,0.075035958,4.08,4.07,0.223242947,0.42305984,0.025415594,2.1,0.079781607,0.81,1.54,3.51,1.64,0.682868687,1.46,0.089082033,0.069227198,0.037280632,0.86,0.066546325,3.41,0.113344831,0.13425224,0.015234387,0.028440254,0.049060024,0.016366829,0.064340289,0.021617545,0.063576825,0.005356857,0.422423641,0.46,0.181671892,0.053483581,60.9,1030,5.04,7.3,0.07,0.010501873,0.68,103,5.61,31.6,55.5,261,18.1,6.4,136.8186699,35.16504844,20.26191664,9.507107092,5.396024706,5/19/2025,52.38,112.7,193.27,35.32,11,7,2,1,5,1,6,19.42666667,12.47222222,390.2,0,17.54,18.30066667,1.712666667,30.7,1,-0.760666667,6.158245601,5,1,0,19.1,25.2,13,18.89,2.84,10.865,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,5/19/2025
25-1388,10:39:00 AM,Occ High Dam,38.6938889,-77.2772222,ST01 ,S37,9.29,0.54,0.30025161,0.313031921,0.11850671,0.11967764,0.066096563,4.63,3.63,0.235524627,0.406077055,0.024403619,2.52,0.49,0.158759989,1.6,3.31,1.88,0.747058811,1.26,0.087575648,0.068698103,0.036268073,1.2,0.066872194,3.91,0.114543321,0.140327968,0.019133986,0.019748017,0.045881132,0.013731975,0.063445739,0.023516505,0.047627955,0.005710881,0.435661173,0.02672858,0.18189236,0.049482176,36.2,183,7.59,7.2,0.06,0.02,0.57,16.5,3.94,4.78,20.4,11.1,21.9,6.5,47.12988581,38.19623433,23.42690366,10.22440058,4.544930085,5/19/2025,101.64,205.51,358.16,64.64,10,7,2,1,5,2,5,19.97,12.94,419,2,18.19142857,19.125,1.717666667,32.51,8,-0.933571429,10.74562092,5,1,0,20.3,26.1,14.5,20.55,3.19,11.87,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,5/19/2025
25-1389,10:42:31 AM,Bull Run at Rt 44,38.8030556,-77.4497222,ST45 ,S15,21.51,2.27,0.192724433,17.71,1.04,0.125808227,0.069576281,15.06,8.76,0.230105361,0.439710828,0.024130002,6.59,0.69,0.164920095,3.42,9.77,3.39,0.809267163,3.01,0.091108887,0.080562545,0.035312002,1.77,0.067377271,8.06,0.106079085,0.144842097,0.019970317,0.02438015,0.044534803,0.013792034,0.055462258,0.022520076,0.055747868,0.00479437,0.427943119,0.027065277,0.158754131,0.055122278,86.5,652,7.65,7.4,0.1,0.03,2.96,51.3,8.52,9.4,52.4,58.9,20.5,9.8,86.6236134,106.541611,78.97166936,21.22115778,6.348783814,5/19/2025,50.83,138.47,234.69,36.56,10,7,1,1,6,2,6,19.80666667,12.74444444,409.5,0,18.87428571,19.418,1.472666667,32.03,1,-0.543714286,7.131012463,5,1,0,19.3,25.4,13.2,18.81,2.28,10.545,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,5/19/2025
25-1514,8:58:35 AM,Bull Run Marina Bottom,38.7416667,-77.3883333,RE30,S27,20.86,1.13,0.217370043,0.30507194,1.02,0.134755977,0.066251607,8.53,5.25,0.227350625,0.455683345,0.025841169,5.52,0.080782916,0.16557847,4.82,8.27,3.16,0.765804844,4.44,0.081835311,0.079854816,0.041313686,0.334499064,0.070075538,5.14,0.119940807,0.1582531,0.016597848,0.025389533,0.046787031,0.013448773,0.058175777,0.025237454,0.056522943,0.005133705,7.36,0.02627117,6.84,0.054398331,52.3,326,8.63,7.2,0.05,0.02,0.93,22.5,3.32,5.81,33.1,16.4,15.9,28.7,54.2,85.99822582,50.66960006,13.95713028,21.37149548,5/29/2025,44.49,219.83,369.2,57.88,12,5,2,0,7,3,7,19.14666667,14.40444444,474.2,0,13.13285714,17.339,1.293,31.62,1,-4.206142857,12.67835515,5,1,13.76,13.6,15.6,11.6,1.42,0.25,0.835,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,5/29/2025
25-1521,12:44:00 PM,Occoquan River at Ravenwood Bridge Surface,38.7175,-77.3941667,RE35 ,S31,9.59,0.42,0.218014095,0.324979996,0.119729594,0.125185902,0.063477341,3.96,3.66,0.210268607,0.454120644,0.02415155,2.08,0.45,0.156649858,1.05,2.88,1.94,0.704544455,0.380288644,0.082488117,0.084510626,0.036756854,0.97,0.067118919,3.6,0.122183195,0.132131531,0.019390732,0.029584393,0.040644068,0.015178796,0.062791289,0.025443691,0.049494752,0.005661666,0.426440355,0.027399619,0.170879327,0.051663635,37.1,267,9.05,7.3,0.05,0.02,0.32,20.1,2.41,6.5,23.6,13,17.2,14.3,52.7,34.83117225,20.98905186,9.954446085,3.887674305,5/29/2025,49.49,233.18,388.34,63.6,13,4,2,0,7,2,7,19.17333333,14.47,477.9,0,12.99142857,17.19,1.305666667,31.26,2,-4.198571429,13.56486329,5,1,14.51,13.9,15.9,11.8,1.54,0.32,0.93,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,5/29/2025
25-1765,1:50:00 PM,Hooes Run,38.68,-77.2894444,FLOATB1,S38,19.24,0.134003409,0.152597706,0.314281705,0.49,0.123551332,0.075961198,8.17,7.37,0.22682469,0.463132167,0.023747049,4.55,0.64,0.164251077,0.18492546,9.65,3.18,0.650360836,2.55,0.081503195,0.083278906,0.033940881,0.339009231,0.06826576,6.66,0.125454898,0.151619542,0.019320824,0.025199526,0.049108226,0.012492352,0.060602027,0.025172927,0.056853138,0.006320713,3.19,0.029546069,2.83,0.048998476,38.4,171,7.744455168,7.1,0.09,0.01,0.31,11.5,1.96,2.53,20.4,0.895416906,20.9,3.5,38.90331418,72.25032332,45.70540393,18.1701766,8.374742785,6/16/2025,34.73,127.86,429.98,21.88,12,6,2,0,6,0,6,20.36333333,17.38111111,689.5,3,20.97,18.32433333,1.229333333,32.21,3,2.645666667,6.977607189,6,1,19.22,18.8,20.4,17.2,2.14,0.34,1.24,71.60847167,24.38465942,0.028620492,0.601030338,2.14653692,0,0.973096737,0.25758443,73.80184827,20.96855076,0.007163837,0.788022065,3.481624758,0.107457554,0.51579626,0.3295365,6/16/2025
25-1757,7:05:54 AM,UOSA Tributary,38.796984,-77.457145,PF01,S19,62.29,7.72,0.244858184,0.321061808,2.58,0.128833598,0.070730198,28.77,17.09,0.219730927,0.455542588,0.023203526,10.4,0.6,0.17229826,2.14,14.83,2.77,0.689934469,4.48,0.074262624,0.073479204,0.035270606,2.36,0.066139712,5.95,0.118560756,0.140179043,0.019327654,0.025700932,0.045363478,0.013219487,0.059784685,0.026265527,0.056582187,0.006004885,0.399744585,0.02872904,0.163041029,0.058873162,106,859,8.32,7.4,0.1,0.02,12.3,76.7,25.4,6.3,68,94.9,21.6,6,94.64923474,165.7167222,134.0116904,26.71246275,4.992569041,6/16/2025,49.73,124.92,338.17,27.12,10,6,2,1,5,1,5,20.22,17.07555556,668.4,2,22.57428571,19.16133333,1.139666667,34.3,3,3.412952381,6.519379306,6,1,38.07,18.6,20.4,16.9,2.47,0.28,1.375,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,6/16/2025
25-1758,7:10:20 AM,Bull Run above UOSA,38.797717,-77.45866,PF02,S17,33.33,1.95,0.238281372,0.310910846,0.118990322,0.119888878,0.07397096,8.87,0.113012085,0.223533201,0.465152455,0.02740329,6.6,1.89,0.162952734,9.38,0.442000334,3.82,0.701983371,5.09,1.13,0.07901311,0.037537005,4.3,0.06775579,9.36,3.98,0.145527993,0.018242778,0.026711644,0.047463049,0.013632973,3.31,0.022791613,0.055147539,0.005247576,0.432639699,0.024179246,0.165211893,0.053454267,27.1,209,8.72,6.9,0.05,0.03,0.26,13.4,2.32,3.92,19.3,6.19,18.6,150,62.28233633,97.20263602,68.38376068,16.54585831,12.27301703,6/16/2025,49.73,124.92,338.17,27.12,10,6,2,1,5,1,5,20.22,17.07555556,668.4,2,22.57428571,19.16133333,1.139666667,34.3,3,3.412952381,6.519379306,6,1,38.07,18.6,20.4,16.9,2.47,0.28,1.375,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,6/16/2025
25-1759,11:20:00 AM,South Run downstream of Vint Hill,38.7544227,-77.6752321,PF03,S23,9.78,0.42,0.214988593,0.315623158,0.11585115,0.121591969,0.064706982,0.23710065,2.8,0.225846563,0.443883073,0.027437478,2.6,0.075782383,1.37,1.65,5.87,2.71,0.716316512,1.72,0.08144258,0.074749151,0.036370415,1.16,0.066826555,7.2,0.122623801,0.129114704,0.018881858,0.027635035,0.050248248,0.016777195,0.074127776,0.021540499,0.05150028,0.006206708,0.455591845,0.033019633,0.179203499,0.05775769,12.9,106,6.00298053,6.8,0.03,0.01,0.17,10.9,2.28,3.83,7.99,4.86494882,21,20.9,47.09867334,41.34274598,22.49446185,13.0871834,5.761100727,6/16/2025,63.98,158.4,373.13,27.96,10,6,3,1,7,2,8,19.75666667,16.69222222,637.1,1,19.71571429,17.351,1.017666667,29.58,2,2.364714286,9.129156821,6,1,74.85,18.4,19.9,16.9,1.54,0.29,0.915,31.20526768,15.4881191,49.84254223,3.263670198,0.14314343,0,0.057257372,0,29.91109837,30.84313163,32.06194436,3.061370806,2.609693146,0,0.157728707,1.35503298,6/16/2025
25-1760,8:50:00 AM,Broad Run at Bradley Forest,38.697913,-77.484825,PF04,S34,14.07,0.82,0.228456462,0.316556441,0.112223044,0.130273615,0.068318486,4.05,2.8,0.209803559,0.487144807,0.024351801,3.03,0.079922167,0.154200305,0.194818943,0.435286251,1.97,0.744676915,0.376650715,0.077924782,0.075366742,0.035863787,0.324285517,0.071594327,4.46,0.131611281,0.132987608,0.016089712,0.024593333,0.05066607,0.011555613,1.08,0.020656709,0.054504998,0.004953438,0.426486946,0.027780206,0.170516396,0.055980233,27.3,157,7.015869007,6.8,0.12,0.02,0.17,14,2.85,4.75,14.5,5.85,20,51.7,50.76687307,37.55610121,24.82571158,9.59844183,3.131947801,6/16/2025,57.76,134.82,345.24,31.74,12,6,3,1,6,1,6,20.07,17.02444444,662.1,1,20.06285714,17.686,0.968,30.18,3,2.376857143,7.622978627,6,1,41.16,18.7,20.4,17,2.2,0.13,1.165,27.85571142,53.965073,10.392213,7.300314916,0.085886058,0,0.343544231,0.057257372,26.77176639,52.81261197,9.602293085,9.494804729,0.680759584,0.028663561,0.537441777,0.071658904,6/16/2025
