SampleDate,SITEID,SampleTime,SiteDescription,Latitude,Longitude,SampleID,Site,PFBA,PFMPA,3:3 FTCA,PFPeA,PFMBA,4:2 FTS,NFDHA,PFHxA,PFBS,HFPO-DA,5:3 FTCA,PFEESA,PFHpA,PFPeS,ADONA,6:2 FTS,PFOA,PFHxS,7:3 FTCA,PFNA,PFHpS,8:2 FTS,N-MeFOSAA,PFDA,N-EtFOSAA,PFOS,PFUnDA,9Cl-PF3ONS,PFNS,PFDoDA,PFOSA,PFDS,PFTrDA,11Cl-PF3OUdS,PFTeDA,PFDoDS,N-MeFOSE,N-MeFOSA,N-EtFOSE,N-EtFOSA,CL,COND25,DEPTH,DO,FIELD_NO3,PH,FLOW,NH3_N,OP,OX_N,SCA,SK,SMG,SNA,SO4,STAGE,WTEMP,TSS,TALK,DOC,ORP,PALK,SECCHI,TDN,TDS,TOC,TP,TSP,TN,TURB,PPT_7D,PPT_30D,PPT_90D,PPT_MAX1D_30D,WET_DAYS_30D,DRY_SPELL_30D,HEAVY_RAIN_DAYS_7D_10MM,HEAVY_RAIN_DAYS_7D_25MM,HEAVY_RAIN_DAYS_30D_10MM,HEAVY_RAIN_DAYS_30D_25MM,HEAVY_RAIN_DAYS_30D_P90,TMEAN_30D,TMEAN_90D,GDD_90D,HEAT_DAYS_30D,VPDMAX_MEAN_7D,VPDMAX_MEAN_30D,VPDMIN_MEAN_30D,VPDMAX_MAX_30D,HIGH_VPD_DAYS_30D,VPD_CONTRAST_7D_30D,ARIDITY_PROXY_30D,MONTH,GROWING_SEASON,PPT_DAY,TMEAN_DAY,TMAX_DAY,TMIN_DAY,VPDMAX_DAY,VPDMIN_DAY,VPDMEAN_DAY,Developed_1KM,Forest_1KM,Agriculture_1KM,Wetlands_1KM,Water_1KM,Barren_1KM,Shrubland_1KM,Grassland_1KM,Developed_2KM,Forest_2KM,Agriculture_2KM,Wetlands_2KM,Water_2KM,Barren_2KM,Shrubland_2KM,Grassland_2KM,Date
7/23/2025,S17,7:15:00 AM,Bull Run above UOSA,38.797717,-77.45866,25-2090,PF02,11.64,0.1,0,9.52,0.03,0,0,7.85,6.87,0,0,0,3.68,0.39,0.01,0,9.38,3.41,0,1.79,0,0.09,0,0,0,6.7,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,526,,6.43,,7.5,,0.02,0.02,0.47,49.8,2.4,12,29.9,67.4,,22.8,1.9,,,,,,,,,,,,,37.65,217.97,550.78,44.94,11,5,1,1,7,4,7,27.67666667,22.73555556,1146.2,20,23.12,25.82166667,1.066,38.61,9,-2.701666667,8.441360614,7,1,0,25.8,31.8,19.8,27.93,1.18,14.555,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,7/23/2025
8/12/2025,S17,9:35:23AM,Bull Run above UOSA,38.797717,-77.45866,25-2376,PF02,10.16,0,0,10.02,0,0,0,7.23,5.72,0,0,0,3.45,0.37,0,0.18,7.57,2.62,0,2.76,0,0,0,0,0,7.74,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,64.3,797,,6.65,,7.6,,0.03,0.02,0.08,91.2,2.51,18.9,39.1,180,,22.8,1.5,,,,,,,,,,,,,0,137.56,492.04,44.94,8,10,0,0,5,2,5,26.09,24.09333333,1268.4,12,23.46571429,23.983,0.96,34.55,5,-0.517285714,5.735729475,8,1,0,25.9,31,20.7,21.34,0.89,11.115,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,8/12/2025
8/26/2025,S17,11:25:00 AM,Bull Run above UOSA,38.797717,-77.45866,25-2602,PF02,15.68,0,0,19.6,0,0,0,10.36,6.93,0,0,0,7.25,0,0,0,7.26,3.84,0,4.12,0,0,0,6.13,0,8.37,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,828,,8.35,,7.7,,0.04,0.02,0.16,97.4,2.67,20.4,39,202,,21.4,2,,,,,,,,,,,,,0,39.99,437.06,19.48,5,12,0,0,2,0,2,24.84333333,25.05666667,1355.1,9,14.66285714,22.00833333,0.948,34.55,5,-7.34547619,1.817039,8,1,0,21.2,29.2,13.2,27.04,1.56,14.3,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,8/26/2025
9/9/2025,S17,12:19:00 PM,Bull Run above UOSA,38.797717,-77.45866,25-2712,PF02,9.46,0.11,,11.76,0.04,,,7.92,6.64,,,,4.31,0.63,,,8.17,4.58,,3.27,,,,1.17,,8.13,,,,,,,,,,,,,,,65.5,919,,8.51,,7.8,,0.03,0.02,0.06,140,2.73,28.5,43.3,320,,20.2,1.3,,,,,,,,,,,,,4.44,12.71,381.67,4.16,4,19,0,0,0,0,0,22.81333333,25.15222222,1363.7,4,25.22857143,22.919,1.224,34.15,3,2.309571429,0.554561717,9,1,0,17.1,25.1,9,22.87,0.91,11.89,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,9/9/2025
9/23/2025,S17,11:25:00 AM,Bull Run above UOSA,38.797717,-77.45866,25-2889,PF02,11.53,0,0,17.49,0,0,0,11.82,7.25,0,0,0,6.22,0.7,0,0.95,10.48,4.52,0,5.21,0,0,0,1.81,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,810,,9.04,,7.7,,0.02,0.02,0.05,89.6,2.99,18.4,43.1,170,,21.1,<1.0,,,,,,,,,,,,,32.63,38.74,303.85,25.87,4,14,1,1,1,1,1,20.85666667,24.47,1302.3,1,17.38142857,22.81233333,1.245,32.65,4,-5.430904762,1.698204188,9,1,0,21.4,26.1,16.8,13.33,1.24,7.285,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,9/23/2025
10/7/2025,S17,11:50,Bull Run above UOSA,38.797717,-77.45866,25-2997,PF02,8.18,0.07,0,11.93,0.07,0,0,7.24,5.74,0,0,0,5.34,0.52,0,0,8.94,3.42,0,3.37,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59.64,234.76,25.87,8,8,0,0,2,1,2,20.40666667,23.37222222,1203.5,1,18.13,19.05266667,0.942666667,32.65,4,-0.922666667,3.130270478,10,1,0,21.2,28.6,13.9,21.38,1.01,11.195,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,10/7/2025
10/21/2025,S17,12:15:21 PM,Bull Run above UOSA,38.797717,-77.45866,25-3178,PF02,19.57,0,0,21.87,0,0,0,14.76,6.56,0,0,0,8.53,0,0,1.93,10.99,5.35,0,7.05,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,903,,9.3,,8,,0.03,0.02,0.05,104,3.26,25.3,41.3,229,,14,1.2,113.7,,,0,,,,,,,,,13.1,40.56,126.08,10.95,8,9,1,0,2,0,2,17.96333333,21.42777778,1028.5,0,14.58714286,15.40566667,0.942333333,24.4,0,-0.81852381,2.632797455,10,1,0,11.5,19.6,3.4,16.11,0.57,8.34,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,10/21/2025
2/1/2024,S18,12:00,Bull Run upstream of UOSA,38.797648,-77.458343,24-0215,PF02A,7.21,-0.17,0,11.91,-0.65,-0.34,-0.8,8.16,6.05,-0.87,0,0.4,3.73,2.29,0.49,24.07,10.3,7.95,31.98,1.61,0.73,0,0,3.11,3.03,5.47,5.71,-0.83,2.14,7.79,0,2.67,35.04,-1.15,5.04,4.04,17.94,0,2.69,0,94.6,562,,11.8,,7.1,,0.01,0.01,0.73,33.8,2.2,9.28,50.5,28,,7.5,3.8,,,,,,,,,,,,,50.09,174.35,174.35,50.03,11,5,1,1,5,3,5,2.143333333,2.222580645,11.7,0,6.288571429,5.204666667,0.495333333,18.76,0,1.083904762,33.49878314,2,0,0,1.7,5.9,-2.5,2.63,0.27,1.45,49.3547462,31.25896186,2.781760826,10.89761973,5.534843705,0,0.057355893,0.114711787,62.72401434,24.70250896,1.577060932,9.0609319,1.82078853,0,0.078853047,0.035842294,2/1/2024
2/1/2024,S19,12:00,UOSA Tributary,38.796984,-77.457145,24-0214,PF01,22.99,1.26,1.76,22.12,0.05,-0.59,-0.95,21.51,13.07,-0.81,-10.66,-0.68,8.25,-0.93,0.1,15.36,18.21,3.33,-5.5,4.33,0.01,0.55,0.4,1.53,0.72,5.22,-0.16,-1.53,-0.48,-0.12,0.03,-0.18,-0.52,-1.4,-0.54,-0.07,-1.44,-0.27,-3.54,-0.29,136,832,,10.9,,7.2,,0.02,0.04,6.45,65.1,13.4,9.15,74.5,58,,10.2,5.6,,,,,,,,,,,,,50.09,174.35,174.35,50.03,11,5,1,1,5,3,5,2.143333333,2.222580645,11.7,0,6.288571429,5.204666667,0.495333333,18.76,0,1.083904762,33.49878314,2,0,0,1.7,5.9,-2.5,2.63,0.27,1.45,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,2/1/2024
3/18/2024,S19,10:05,UOSA Tributary,38.796984,-77.457145,24-0513,PF01,29.15,2.52,6.46,21.19,1.1,-0.24,-0.21,19.66,10.54,0.88,0,0.14,5.95,-0.24,0.67,1.95,13.08,2,3.02,2.99,0.22,-0.29,0.74,0.74,0.81,2.71,0.16,0.48,0.36,-0.14,0.19,-0.25,0.27,-0.52,-0.04,-0.09,2.75,0.38,0.53,0.21,95.9,715,,10.9,,7.9,,0.04,0.04,7.86,63.8,18.2,7.53,61.5,75.2,,13.6,2.7,,,,,,,,,,,,,0.76,81.88,292.83,23.85,10,7,0,0,3,0,3,8.013333333,5.092207792,51.8,0,18.40571429,10.23933333,0.775333333,28.28,0,8.166380952,7.996614363,3,0,0,13.5,22.4,4.7,21.7,2.59,12.145,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,3/18/2024
4/15/2024,S19,9:05,UOSA Tributary,38.796984,-77.457145,24-0788,PF01,35.02,4.14,0,28.73,1.37,0,0,25.69,13.92,1.1,0,0,7.4,0,0.9,1.01,16.08,2.36,0,3.41,0,1.63,0,1.49,0.44,4.26,0.11,0,0.19,0,-0.08,0,0.39,0,0,0,0,0,0,0,88.5,753,,9.39,,7.3,,0.04,0.03,7.62,63.1,19.1,7.62,59.4,84.6,,,6,,,,,,,,,,,,,4.73,92.24,288.21,22.72,9,7,0,0,5,0,5,10.45666667,7.033333333,105.8,0,17.00714286,12.025,1.256333333,22.39,0,4.982142857,7.670686071,4,1,0,19.6,28.3,11,27.86,3.26,15.56,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,4/15/2024
5/20/2024,S19,13:00,UOSA Tributary,38.796984,-77.457145,24-1322,PF01,8.55,-0.41,0,0,-0.35,0,0,8.86,12.11,0,0,0,3.21,0,-0.4,5.61,8.76,2.99,0,2.15,0.17,-0.13,0,0.25,0,0.84,0,0,0,0,0,0,0,0,0,0,-2.83,0,0,0.54,89.7,796,,8.78,,,,0.04,0.01,6.99,64.7,22,7.34,61.4,91.6,,21.7,10.7,87,,,,,,,,,,,,26.25,86.26,257.1,15.99,14,8,1,0,4,0,4,16.85666667,12.48333333,345.2,1,10.62428571,15.45266667,1.13,35.7,4,-4.828380952,5.582208033,5,1,0,18.2,23.4,13,11.72,0.58,6.15,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,5/20/2024
6/17/2024,S19,10:35,UOSA Tributary,38.796984,-77.457145,24-1747,PF01,50.64,8.15,0,48.19,2.98,0,0,39.52,15.88,0,0,0,11.82,0,3.32,5.7,15.52,2.24,0,4.45,0,0,0,1.9,0,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,806,,9.72,,,,0.05,<0.01,14.6,79.8,21.7,10.5,60.1,129,,26.6,14.2,,,,,,,,,,,,,0.85,78.98,241.52,13.62,8,10,0,0,4,0,4,21.92333333,16.64555556,648.9,1,25.05142857,21.557,1.437666667,34.01,3,3.494428571,3.663775108,6,1,0,24.4,30.6,18.1,26.48,4.02,15.25,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,6/17/2024
7/15/2024,S19,7:10,UOSA Tributary,38.796984,-77.457145,24-2122,PF01,56.3,8.89,0,63.81,3.19,0,0,54.27,18.99,-0.07,0,0,14.29,0,1.99,3.34,18.94,3.5,0,5.52,0,0,0,1.74,0,7.82,0.02,1.85,0,0,0.67,0,0,0,0,0,4.27,0,6.17,0,97.1,862,,7.97,,,,0.06,<0.01,14.2,83.1,25,9.49,69,129,,26.4,6.9,,,,,,,,,,,,,53.54,72.32,222.14,24.93,5,12,2,0,3,0,3,26.85666667,21.82777778,1067.4,18,31.30285714,31.612,2.852,43.49,20,-0.309142857,2.287738833,7,1,0,30.3,36.8,23.7,43.39,3.39,23.39,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,7/15/2024
8/19/2024,S19,8:45,UOSA Tributary,38.796984,-77.457145,24-2435,PF01,58.81,7.68,0,63.28,2.62,0,0,41.22,20.4,1.85,0,0,10.31,1.04,2.46,5.97,21.88,3.17,-2.61,4.53,0,0,1.45,1.62,0,11.91,1.73,0,0,0,1.16,0,0.17,0,1.45,0,9.79,0,10.08,0,,860,,8.06,,,,0.07,<0.01,21.3,82.1,23.6,8.75,64.6,,,24.7,5.8,,,,,,,,,,,,,0.18,97.84,242.5,26.83,11,7,0,0,4,1,4,26.18666667,25.49666667,1394.7,10,25.85428571,26.72166667,1.435666667,45.02,12,-0.867380952,3.661448263,8,1,8.94,25.8,31.9,19.7,24.02,0.76,12.39,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,8/19/2024
9/16/2024,S19,8:05,UOSA Tributary,38.796984,-77.457145,24-2900,PF01,54.37,7.39,0,41.39,2.7,0,2.75,30.39,16.06,0,0,0,10.27,0.8,2.97,0,36.4,4.63,24.76,5.44,0,0,0,2.69,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,812,,8.19,,,,0.08,0.01,11.2,69.8,24.7,9.55,64.7,120,,20.5,6.1,,,,,,,,,,,,,0,54.48,233.02,37.87,5,13,0,0,1,1,1,22,25.26555556,1373.9,3,24.75857143,23.03033333,1.223,44.1,4,1.728238095,2.365575835,9,1,0,21,28.2,13.9,22.53,1.31,11.92,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,9/16/2024
10/21/2024,S19,11:45,UOSA Tributary,38.796984,-77.457145,24-3360,PF01,49.18,8.29,0,38.5,3.88,0,0,30.3,11.37,0,0,0,9.55,1.3,3.75,4.64,15.15,2.84,27.37,5,0.97,0,0,0,0,5.16,0,0,0,0,0,0,0,0,0,0,9.98,0,9.11,0.49,97.7,825,,8.84,,,,0.03,<0.01,8.22,68.3,23.4,7.6,66.5,103,,19.7,7.5,,,,,,,,,,,,,0,72.3,242.14,23.54,9,18,0,0,2,0,2,17.30666667,21.57888889,1045.3,0,15.66714286,12.94966667,0.606666667,25.42,0,2.71747619,5.583155294,10,1,0,14.1,24.8,3.4,24.33,0.31,12.32,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,10/21/2024
11/18/2024,S19,9:30,UOSA Tributary,38.796984,-77.457145,24-3571,PF01,53.74,8.45,0,39.68,2.53,0,0,29.55,15.21,0,0,0,8.86,0.88,0,1.33,16.11,2.44,0,3.58,0.23,0,0,1.01,0,5.4,0,0,0,0,0,0,0,0,0,0,-2.1,0.16,0,0,97.3,884,,11.6,,,,0.02,0.02,8.38,73.6,25.1,9.88,66.5,130,,13.3,9.2,,,,,,,,,,,,,20.08,20.08,158.15,12.27,2,23,1,0,1,0,1,12.89666667,17.44111111,693.6,0,9.834285714,16.312,0.765,31.05,2,-6.477714286,1.230995586,11,0,0.01,8.2,15.2,1.2,9.46,0.3,4.88,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,11/18/2024
12/9/2024,S19,15:00,UOSA Tributary,38.796984,-77.457145,24-3685,PF01,59.13,7.12,0,35.64,2.22,0,0,27.73,13.56,0,0,0,8.19,0,0.94,1.99,13.61,1.97,0,3.99,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,4.31,0,4.25,0,93,772,,10.7,,,,0.02,0.02,8.9,76.1,23.9,10.8,66.2,130,,10.9,7.3,,,,,,,,,,,,,0.93,47.85,140.56,16.23,6,10,0,0,2,0,2,6.046666667,13.38888889,451.9,0,5.582857143,8.646333333,0.759,20.87,0,-3.06347619,5.534137785,12,0,0.66,10.3,19,1.6,16.55,1.43,8.99,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,12/9/2024
1/17/2025,S19,9:10:00 AM,UOSA Tributary,38.796984,-77.457145,25-0016,PF01,39.36,5.62,0,0,2.96,0,0.88,25.99,15.81,0,0,0,8.74,0,0,6.98,8.34,2.01,-4.93,3.36,0,0,0,0,1.55,1.93,0,0,0,0,0,0,0,0,0,0,3.06,0,5.92,0,170,1040,,13,,7.1,,0.02,0.02,8.29,81.4,20,10.8,98.1,104,,6.7,10,,,,,,,,,,,,,2.01,60.81,161.02,18.1,8,8,0,0,1,0,1,1.336666667,6.308888889,119,0,5.157142857,5.216,0.755666667,13.33,0,-0.058857143,11.6583589,1,0,0,-3.1,2.6,-8.8,3.99,0.64,2.315,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,1/17/2025
2/18/2025,S19,9:35:00 AM,UOSA Tributary,38.796984,-77.457145,25-0123,PF01,35.77,4.77,0,0,1.19,0,0,21.75,11.64,0,0,0,8.38,1.09,0.47,2.5,12.87,2.35,0,2.3,0,0,0,1.12,0,4.79,0,0,0,0,0,0,0,0,0,0,1.93,0.63,3.56,0,208,1060,,13.8,,7.6,,0.01,0.02,8.02,82.1,15.3,11.7,105,74.1,,4,6.6,,,,,,,,,,,,,48.46,104,244.93,21.08,9,10,3,0,5,0,5,1.413333333,2.244444444,8.2,0,5.514285714,5.830666667,0.641333333,15.03,0,-0.316380952,17.83672536,2,0,0,0.7,5.9,-4.4,6.91,2.4,4.655,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,2/18/2025
3/19/2025,S19,8:20:00 AM,UOSA Tributary,38.796984,-77.457145,25-0357,PF01,30.75,5.13,0,22.36,1.5,0,0,19.6,9.89,0,0,0,6.81,0.58,0,1.67,16.33,2.2,0,2.82,0,0,0,0,0,3.35,0.45,0,0,0,0,0,-0.54,0,0,0,1.38,0,2.49,0,121,867,,10.8,,8,,0.04,<0.01,8.05,76.3,21,8.87,75.1,99.5,,11.6,8.4,,,,,,,,,,,,,6.4,31.75,185.28,13.77,3,16,0,0,2,0,2,6.07,2.75,21.8,0,11.44857143,10.42066667,1.405333333,23.35,0,1.027904762,3.046830017,3,0,0,11.1,20.3,1.8,19.67,1.45,10.56,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,3/19/2025
4/21/2025,S19,7:35:00 AM,UOSA Tributary,38.796984,-77.457145,25-0935,PF01,19.63,0.81,0,13.09,0.22,0,0,18.25,6.36,0,0,0,3.3,-0.17,0.03,1.15,10.51,1.68,-2.79,1.44,0,0,0,1.39,-0.27,5.03,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,104,749,,9.23,,7.5,,0.03,0.03,7.13,55.7,15.5,8.53,64,58.2,,16.2,5.3,,,,,,,,,,,,,3.11,69.86,192.16,25.3,8,10,0,0,2,1,2,12.73666667,7.053333333,137.4,0,18.46857143,14.17033333,1.780333333,29.74,1,4.298238095,4.930018113,4,1,0,18.8,24.5,13.2,17.23,4.52,10.875,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,4/21/2025
5/19/2025,S19,7:35:09 AM,UOSA Tributary,38.796984,-77.457145,25-1383,PF01 ,38.93,4.76,0,24.63,1.79,0,0,22.93,11.46,0,0,0,7.87,0.53,0.8,1.7,12.43,2.43,0,3.54,0,0.73,0,1.97,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,822,,9.3,,8.1,,0.03,<0.01,7.21,69.2,19.2,6.67,65.2,84.6,,18.8,16.1,,,,,,,,,,,,,50.83,138.47,234.69,36.56,10,7,1,1,6,2,6,19.80666667,12.74444444,409.5,0,18.87428571,19.418,1.472666667,32.03,1,-0.543714286,7.131012463,5,1,0,19.3,25.4,13.2,18.81,2.28,10.545,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,5/19/2025
6/16/2025,S19,7:05:54 AM,UOSA Tributary,38.796984,-77.457145,25-1757,PF01,62.29,7.72,0,0,2.58,0,0,28.77,17.09,0,0,0,10.4,0.6,0,2.14,14.83,2.77,0,4.48,0.34,0,0,2.36,0.42,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,859,,8.32,,7.4,,0.1,0.02,12.3,76.7,25.4,6.3,68,94.9,,21.6,6,,,,,,,,,,,,,49.73,124.92,338.17,27.12,10,6,2,1,5,1,5,20.22,17.07555556,668.4,2,22.57428571,19.16133333,1.139666667,34.3,3,3.412952381,6.519379306,6,1,38.07,18.6,20.4,16.9,2.47,0.28,1.375,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,6/16/2025
7/9/2025,S19,12:38:00 PM,UOSA Tributary,38.796984,-77.457145,25-1914,PF01,48.67,5.72,0,46,1.63,0,0,31.7,14.89,0,0,0,9.88,0,0,1.39,18.18,2.79,0,4.6,0.21,0,0,3.31,0,8.62,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,92,672,,9.27,,8,,0.07,<0.01,10.6,64.5,20.3,6.28,62.4,83.2,,29,7.6,,,,,,,,,,,,,36.65,210.48,454.06,41.23,11,6,1,1,8,4,8,25.91333333,20.58,960.5,16,27.54285714,23.92333333,0.982666667,38.61,11,3.61952381,8.798105058,7,1,9.11,29.2,35.9,22.6,31.57,0.66,16.115,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,7/9/2025
7/23/2025,S19,7:20:21 AM,UOSA Tributary,38.796984,-77.457145,25-2089,PF01,52.37,6.02,0,52.88,1.5,0,0,35.68,18.05,0,0,0,9.48,0.45,0,0.75,17.78,3.62,0,3.49,0.2,0,0,2.19,0.31,8.09,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,86.1,772,,6.91,,7.7,,0.06,<0.01,12.2,65.4,20.2,7.54,56.3,86.8,,24.6,3.2,,,,,,,,,,,,,37.65,217.97,550.78,44.94,11,5,1,1,7,4,7,27.67666667,22.73555556,1146.2,20,23.12,25.82166667,1.066,38.61,9,-2.701666667,8.441360614,7,1,0,25.8,31.8,19.8,27.93,1.18,14.555,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,7/23/2025
8/12/2025,S19,9:40:06AM,UOSA Tributary,38.796984,-77.457145,25-2375,PF01,38.01,4.35,0,42.33,1.15,0,0,26.85,14.06,0,0,0,6.71,0.33,0,0.62,13.89,2.29,0,3.48,0,0.03,0,1.47,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6,850,,7.04,,7.4,,0.07,0.01,12.6,66.4,22.7,8.17,64.7,100,,24.9,8.7,,,,,,,,,,,,,0,137.56,492.04,44.94,8,10,0,0,5,2,5,26.09,24.09333333,1268.4,12,23.46571429,23.983,0.96,34.55,5,-0.517285714,5.735729475,8,1,0,25.9,31,20.7,21.34,0.89,11.115,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,8/12/2025
8/26/2025,S19,11:50:00 AM,UOSA Tributary,38.796984,-77.457145,25-2601,PF01,47.2,6.55,0,46.11,2.27,0,0,31.96,14.49,0,0,0,9.41,0,0,0.51,10.68,1.9,0,3.03,0,0,0,4.31,0,6.58,3.14,0,0,4.7,0,0,0,0,0,0,0,0,0,0,93.4,820,,8.21,,8,,0.06,<0.01,14.5,70,23.7,8.12,65.1,106,,23.8,9,,,,,,,,,,,,,0,39.99,437.06,19.48,5,12,0,0,2,0,2,24.84333333,25.05666667,1355.1,9,14.66285714,22.00833333,0.948,34.55,5,-7.34547619,1.817039,8,1,0,21.2,29.2,13.2,27.04,1.56,14.3,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,8/26/2025
